ID	region	location	collection_date	dataset	genus	species	sub_species	Site	blast_note	ID+species
OR028836.1	Europe and Middle east	Albania		blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: OR028836.1
OR028829.1	Europe and Middle east	Albania		blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: OR028829.1
OR028828.1	Europe and Middle east	Albania		blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: OR028828.1
KU531277.1	Africa	Algeria: Djanet		blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: KU531277.1
KU531278.1	Africa	Algeria: Djanet		blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: KU531278.1
KU531263.1	Africa	"Algeria: Oran, Mines de Sig"		blast	Rhinolophus	Rhinolophus blasii				Rhinolophus blasii: KU531263.1
DQ054807.1	Australasia	"Australia: Queensland, Iron Range"		blast	Hipposideros	Hipposideros ater				Hipposideros ater: DQ054807.1
JN106274.1	East and south east asia	Borneo		blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: JN106274.1
JN106280.1	East and south east asia	Borneo		blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: JN106280.1
KU531361.1	Africa	Botswana: Lobatse		blast	Rhinolophus	Rhinolophus simulator				Rhinolophus simulator: KU531361.1
KU531275.1	Africa	Botswana: Lobatse		blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: KU531275.1
KU531276.1	Africa	Botswana: Lobatse		blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: KU531276.1
OR028846.1	Europe and Middle east	Bulgaria		blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: OR028846.1
OR028781.1	Europe and Middle east	Bulgaria		blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: OR028781.1
OR028780.1	Europe and Middle east	Bulgaria		blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: OR028780.1
KC978424.1	Europe and Middle east	Bulgaria: Muselievo		blast	Rhinolophus	Rhinolophus hipposideros				Rhinolophus hipposideros: KC978424.1
KC978433.1	Europe and Middle east	Bulgaria: Muselievo		blast	Rhinolophus	Rhinolophus hipposideros				Rhinolophus hipposideros: KC978433.1
KC978425.1	Europe and Middle east	Bulgaria: Muselievo		blast	Rhinolophus	Rhinolophus hipposideros				Rhinolophus hipposideros: KC978425.1
KU531306.1	Europe and Middle east	"Bulgaria: Ruse District, Gabarnika"		blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: KU531306.1
JN106269.1	East and south east asia	Cambodia: Preah Vihear Province		blast	Rhinolophus	Rhinolophus shameli				Rhinolophus shameli: JN106269.1
PP942866.1	Africa	Cameroon		blast	Hipposideros	Hipposideros fuliginosus				Hipposideros fuliginosus: PP942866.1
PP942867.1	Africa	Cameroon		blast	Hipposideros	Hipposideros fuliginosus				Hipposideros fuliginosus: PP942867.1
PP942865.1	Africa	Cameroon		blast	Hipposideros	Hipposideros fuliginosus				Hipposideros fuliginosus: PP942865.1
PP942862.1	Africa	Cameroon		blast	Hipposideros	Hipposideros ruber				Hipposideros ruber: PP942862.1
PP942864.1	Africa	Cameroon		blast	Hipposideros	Hipposideros fuliginosus				Hipposideros fuliginosus: PP942864.1
PP942894.1	Africa	Cameroon		blast	Rhinolophus	Rhinolophus landeri				Rhinolophus landeri: PP942894.1
PP942892.1	Africa	Cameroon		blast	Rhinolophus	Rhinolophus landeri				Rhinolophus landeri: PP942892.1
MZ460933.1	Africa	Cameroon		blast	Rhinolophus	Rhinolophus sp.	Nditam11			Rhinolophus sp.: MZ460933.1
PP942890.1	Africa	Cameroon		blast	Rhinolophus	Rhinolophus landeri				Rhinolophus landeri: PP942890.1
FJ347988.1	Africa	Cameroon: Dikome Balue		blast	Hipposideros	Hipposideros ruber				Hipposideros ruber: FJ347988.1
FJ347990.1	Africa	Cameroon: Kribi		blast	Hipposideros	Hipposideros ruber				Hipposideros ruber: FJ347990.1
FJ347991.1	Africa	Cameroon: Kribi		blast	Hipposideros	Hipposideros ruber				Hipposideros ruber: FJ347991.1
FJ347994.1	Africa	Cameroon: Mindourou		blast	Hipposideros	Hipposideros ruber				Hipposideros ruber: FJ347994.1
MN025559.1	Africa	Central African Republic		blast	Rhinolophus	Rhinolophus alcyone				Rhinolophus alcyone: MN025559.1
MN025558.1	Africa	Central African Republic		blast	Rhinolophus	Rhinolophus alcyone				Rhinolophus alcyone: MN025558.1
KU531313.1	Africa	Central African Republic: Bangaran		blast	Rhinolophus	Rhinolophus fumigatus				Rhinolophus fumigatus: KU531313.1
KU531310.1	Africa	Central African Republic: Bangaran		blast	Rhinolophus	Rhinolophus fumigatus				Rhinolophus fumigatus: KU531310.1
KU531312.1	Africa	Central African Republic: Bangaran		blast	Rhinolophus	Rhinolophus fumigatus				Rhinolophus fumigatus: KU531312.1
KU531314.1	Africa	Central African Republic: Bangaran		blast	Rhinolophus	Rhinolophus fumigatus				Rhinolophus fumigatus: KU531314.1
KU531309.1	Africa	Central African Republic: Bangaran		blast	Rhinolophus	Rhinolophus fumigatus				Rhinolophus fumigatus: KU531309.1
KU531311.1	Africa	Central African Republic: Bangaran		blast	Rhinolophus	Rhinolophus fumigatus				Rhinolophus fumigatus: KU531311.1
KU531262.1	Africa	Central African Republic: Sangha-Mbare		blast	Rhinolophus	Rhinolophus alcyone				Rhinolophus alcyone: KU531262.1
KX467584.1	East and south east asia	China		blast	Hipposideros	Hipposideros cineraceus				Hipposideros cineraceus: KX467584.1
KJ623705.1	East and south east asia	China		blast	Hipposideros	Hipposideros pomona				Hipposideros pomona: KJ623705.1
MN077652.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus osgoodi				Rhinolophus osgoodi: MN077652.1
MG560888.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus siamensis				Rhinolophus siamensis: MG560888.1
ON640704.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: ON640704.1
LC426454.1	East and south east asia	China	2016	blast	Rhinolophus	Rhinolophus sinicus				Rhinolophus sinicus: LC426454.1
LC426445.1	East and south east asia	China	2016	blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: LC426445.1
ON640711.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus sinicus				Rhinolophus sinicus: ON640711.1
MK987183.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus siamensis				Rhinolophus siamensis: MK987183.1
LC426453.1	East and south east asia	China	2016	blast	Rhinolophus	Rhinolophus sinicus				Rhinolophus sinicus: LC426453.1
MN077584.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus macrotis	episcopus			Rhinolophus macrotis: MN077584.1
MK987176.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus cf.	macrotis sensu Tu et al. 2017			Rhinolophus cf.: MK987176.1
KF294339.1	East and south east asia	China	2012	blast	Rhinolophus	Rhinolophus sinicus				Rhinolophus sinicus: KF294339.1
LC426451.1	East and south east asia	China	2016	blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: LC426451.1
NC_081978.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus francisi				Rhinolophus francisi: NC_081978.1
ON012497.1	East and south east asia	China	2020	blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: ON012497.1
KF294309.1	East and south east asia	China	2012	blast	Rhinolophus	Rhinolophus monoceros				Rhinolophus monoceros: KF294309.1
MN077637.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus macrotis	episcopus			Rhinolophus macrotis: MN077637.1
MK987182.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: MK987182.1
MG560902.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: MG560902.1
LC426446.1	East and south east asia	China	2016	blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: LC426446.1
KX467580.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus marshalli				Rhinolophus marshalli: KX467580.1
LC426437.1	East and south east asia	China	2016	blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: LC426437.1
ON012499.1	East and south east asia	China	2020	blast	Rhinolophus	Rhinolophus sinicus				Rhinolophus sinicus: ON012499.1
MG560929.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus rex				Rhinolophus rex: MG560929.1
MG560907.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus rex				Rhinolophus rex: MG560907.1
LC426457.1	East and south east asia	China	2016	blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: LC426457.1
OR799559.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: OR799559.1
MG560932.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: MG560932.1
KP876553.1	East and south east asia	China	12-Sep	blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KP876553.1
ON012493.1	East and south east asia	China	2020	blast	Rhinolophus	Rhinolophus sp.	B42			Rhinolophus sp.: ON012493.1
KX467577.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KX467577.1
OP076974.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: OP076974.1
MG560905.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus rex				Rhinolophus rex: MG560905.1
MN077606.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus osgoodi				Rhinolophus osgoodi: MN077606.1
KX467578.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: KX467578.1
ON640712.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus sinicus				Rhinolophus sinicus: ON640712.1
MG560959.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus marshalli				Rhinolophus marshalli: MG560959.1
MG560937.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: MG560937.1
JX465358.1	East and south east asia	China	2011	blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: JX465358.1
ON012500.1	East and south east asia	China	2020	blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: ON012500.1
ON012508.1	East and south east asia	China	2020	blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: ON012508.1
ON640701.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus malayanus				Rhinolophus malayanus: ON640701.1
ON640694.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: ON640694.1
ON640709.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: ON640709.1
ON640702.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus rex	paradoxolophus			Rhinolophus rex: ON640702.1
MN077640.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus osgoodi				Rhinolophus osgoodi: MN077640.1
MN077585.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus osgoodi				Rhinolophus osgoodi: MN077585.1
MN077653.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus osgoodi				Rhinolophus osgoodi: MN077653.1
LC426436.1	East and south east asia	China	2016	blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: LC426436.1
KX467583.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus sinicus				Rhinolophus sinicus: KX467583.1
MG560930.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: MG560930.1
ON640714.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus sp.	Yunnan 329			Rhinolophus sp.: ON640714.1
ON640695.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: ON640695.1
LC426441.1	East and south east asia	China	2016	blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: LC426441.1
LC426435.1	East and south east asia	China	2016	blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: LC426435.1
LC426447.1	East and south east asia	China	2016	blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: LC426447.1
KX467575.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: KX467575.1
JX465355.1	East and south east asia	China	2011	blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: JX465355.1
NC_061979.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus marshalli				Rhinolophus marshalli: NC_061979.1
MN077596.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus osgoodi				Rhinolophus osgoodi: MN077596.1
LC426444.1	East and south east asia	China	2016	blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: LC426444.1
MN077591.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus macrotis	episcopus			Rhinolophus macrotis: MN077591.1
LC426440.1	East and south east asia	China	2016	blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: LC426440.1
MG560895.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus siamensis				Rhinolophus siamensis: MG560895.1
ON640698.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: ON640698.1
ON012498.1	East and south east asia	China	2020	blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: ON012498.1
LC426455.1	East and south east asia	China	2016	blast	Rhinolophus	Rhinolophus thomasi				Rhinolophus thomasi: LC426455.1
MG560920.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus rex				Rhinolophus rex: MG560920.1
NC_061978.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus siamensis				Rhinolophus siamensis: NC_061978.1
ON640699.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: ON640699.1
JX465356.1	East and south east asia	China	2011	blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: JX465356.1
EU750753.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus xinanzhongguoensis				Rhinolophus xinanzhongguoensis: EU750753.1
KP876551.1	East and south east asia	China	12-Aug	blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KP876551.1
ON012507.1	East and south east asia	China	2020	blast	Rhinolophus	Rhinolophus sinicus				Rhinolophus sinicus: ON012507.1
ON640710.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus siamensis				Rhinolophus siamensis: ON640710.1
MN077650.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus osgoodi				Rhinolophus osgoodi: MN077650.1
MW085077.1	East and south east asia	China	2020	blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: MW085077.1
MG560871.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus siamensis				Rhinolophus siamensis: MG560871.1
ON640697.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus luctus				Rhinolophus luctus: ON640697.1
MG560886.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus siamensis				Rhinolophus siamensis: MG560886.1
LC426452.1	East and south east asia	China	2016	blast	Rhinolophus	Rhinolophus sp.	CN 2016			Rhinolophus sp.: LC426452.1
LC426448.1	East and south east asia	China	2016	blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: LC426448.1
NC_026460.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: NC_026460.1
MN077574.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus macrotis	episcopus			Rhinolophus macrotis: MN077574.1
MK900702.1	East and south east asia	China	06-Apr-15	blast	Rhinolophus	Rhinolophus malayanus				Rhinolophus malayanus: MK900702.1
KX467576.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus lepidus				Rhinolophus lepidus: KX467576.1
OR799560.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: OR799560.1
ON640705.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: ON640705.1
KF294344.1	East and south east asia	China	2012	blast	Rhinolophus	Rhinolophus thomasi				Rhinolophus thomasi: KF294344.1
MG560938.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: MG560938.1
MK900701.1	East and south east asia	China	06-Apr-15	blast	Rhinolophus	Rhinolophus malayanus				Rhinolophus malayanus: MK900701.1
MG560874.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus siamensis				Rhinolophus siamensis: MG560874.1
MN077588.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus osgoodi				Rhinolophus osgoodi: MN077588.1
ON640706.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: ON640706.1
MN077601.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus siamensis				Rhinolophus siamensis: MN077601.1
PQ427794.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: PQ427794.1
ON640707.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: ON640707.1
LC426433.1	East and south east asia	China	2016	blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: LC426433.1
LC426456.1	East and south east asia	China	2016	blast	Rhinolophus	Rhinolophus thomasi				Rhinolophus thomasi: LC426456.1
MG560917.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus rex				Rhinolophus rex: MG560917.1
MG560916.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus rex				Rhinolophus rex: MG560916.1
JX465359.1	East and south east asia	China	2011	blast	Rhinolophus	Rhinolophus monoceros				Rhinolophus monoceros: JX465359.1
KX467582.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus rex				Rhinolophus rex: KX467582.1
MG560941.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: MG560941.1
LC426443.1	East and south east asia	China	2016	blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: LC426443.1
KP876547.1	East and south east asia	China	12-Aug	blast	Rhinolophus	Rhinolophus sinicus				Rhinolophus sinicus: KP876547.1
OR799561.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: OR799561.1
ON640696.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: ON640696.1
MN077643.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus osgoodi				Rhinolophus osgoodi: MN077643.1
MG560885.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus siamensis				Rhinolophus siamensis: MG560885.1
KF294338.1	East and south east asia	China	2012	blast	Rhinolophus	Rhinolophus rex				Rhinolophus rex: KF294338.1
JX465360.1	East and south east asia	China	2011	blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: JX465360.1
MG560887.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus siamensis				Rhinolophus siamensis: MG560887.1
MG560894.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus siamensis				Rhinolophus siamensis: MG560894.1
ON640700.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus malayanus				Rhinolophus malayanus: ON640700.1
LC426450.1	East and south east asia	China	2016	blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: LC426450.1
ON012503.1	East and south east asia	China	2020	blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: ON012503.1
MG560931.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: MG560931.1
ON012502.1	East and south east asia	China	2020	blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: ON012502.1
ON640703.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: ON640703.1
ON640713.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus sp.	Yunnan 1038			Rhinolophus sp.: ON640713.1
LC426449.1	East and south east asia	China	2016	blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: LC426449.1
KF294337.1	East and south east asia	China	2012	blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: KF294337.1
ON012501.1	East and south east asia	China	2020	blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: ON012501.1
OR799558.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: OR799558.1
MG560934.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: MG560934.1
MN077575.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus macrotis	episcopus			Rhinolophus macrotis: MN077575.1
JX465361.1	East and south east asia	China	2011	blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: JX465361.1
MN077573.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus macrotis	episcopus			Rhinolophus macrotis: MN077573.1
MK987177.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus cf.	siamensis sensu Tu et al. 2017			Rhinolophus cf.: MK987177.1
ON640708.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: ON640708.1
MN077595.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus osgoodi				Rhinolophus osgoodi: MN077595.1
MG560906.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus rex				Rhinolophus rex: MG560906.1
MG560940.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: MG560940.1
MN077583.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus osgoodi				Rhinolophus osgoodi: MN077583.1
MN077571.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus macrotis	episcopus			Rhinolophus macrotis: MN077571.1
MG560924.1	East and south east asia	China		blast	Rhinolophus	Rhinolophus rex				Rhinolophus rex: MG560924.1
DQ297588.1	East and south east asia	China: Beijing		blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: DQ297588.1
OR522715.1	East and south east asia	China: fujian		blast	Hipposideros	Hipposideros pratti				Hipposideros pratti: OR522715.1
KJ094475.1	East and south east asia	China: Fujian		blast	Hipposideros	Hipposideros pratti				Hipposideros pratti: KJ094475.1
KR908652.1	East and south east asia	China: Fujian		blast	Hipposideros	Hipposideros pratti				Hipposideros pratti: KR908652.1
OR468087.1	East and south east asia	China: Fujian	2016	blast	Rhinolophus	Rhinolophus sinicus				Rhinolophus sinicus: OR468087.1
MG570066.1	East and south east asia	China: Fujian		blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: MG570066.1
KR908648.1	East and south east asia	China: Guangdong		blast	Hipposideros	Hipposideros pratti				Hipposideros pratti: KR908648.1
KJ094476.1	East and south east asia	China: Guangdong		blast	Hipposideros	Hipposideros pratti				Hipposideros pratti: KJ094476.1
OR522716.1	East and south east asia	China: guangdong		blast	Hipposideros	Hipposideros pratti				Hipposideros pratti: OR522716.1
DQ297597.1	East and south east asia	China: Guangdong		blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: DQ297597.1
OR468070.1	East and south east asia	China: Guangxi	2015	blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: OR468070.1
OR468085.1	East and south east asia	China: Guangxi	2014	blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: OR468085.1
OR468071.1	East and south east asia	China: Guangxi	2015	blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: OR468071.1
EU434938.1	East and south east asia	China: Guangxi		blast	Rhinolophus	Rhinolophus marshalli				Rhinolophus marshalli: EU434938.1
EU434940.1	East and south east asia	China: Guangxi		blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: EU434940.1
FJ588683.1	East and south east asia	China: Guangxi	2004	blast	Rhinolophus	Rhinolophus sinicus				Rhinolophus sinicus: FJ588683.1
OR468067.1	East and south east asia	China: Guangxi	2014	blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: OR468067.1
JN106279.1	East and south east asia	"China: Guangxi, Shiwandashan Nat'l Reserve"		blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: JN106279.1
MG570065.1	East and south east asia	China: Guizhou		blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: MG570065.1
EF517304.1	East and south east asia	China: Guizhou	24-Aug-99	blast	Rhinolophus	Rhinolophus sinicus				Rhinolophus sinicus: EF517304.1
EF517309.1	East and south east asia	China: Guizhou	01-Aug-99	blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: EF517309.1
FJ588684.1	East and south east asia	China: Guizhou	2006	blast	Rhinolophus	Rhinolophus sinicus				Rhinolophus sinicus: FJ588684.1
DQ297577.1	East and south east asia	China: Guizhou		blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: DQ297577.1
EF517303.1	East and south east asia	China: Guizhou	11-Aug-99	blast	Rhinolophus	Rhinolophus sinicus				Rhinolophus sinicus: EF517303.1
DQ297590.1	East and south east asia	China: Hainan		blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: DQ297590.1
MG570062.1	East and south east asia	China: Henan		blast	Hipposideros	Hipposideros pratti				Hipposideros pratti: MG570062.1
MG570063.1	East and south east asia	China: Henan		blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: MG570063.1
MG570064.1	East and south east asia	China: Henan		blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: MG570064.1
FJ588682.1	East and south east asia	China: Hubei	2004	blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: FJ588682.1
DQ297583.1	East and south east asia	China: Hubei		blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: DQ297583.1
FJ588681.1	East and south east asia	China: Hubei	2004	blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: FJ588681.1
FJ588685.1	East and south east asia	China: Hubei	2006	blast	Rhinolophus	Rhinolophus sinicus				Rhinolophus sinicus: FJ588685.1
MF630878.1	East and south east asia	China: Hunan		blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: MF630878.1
MF630877.1	East and south east asia	China: Hunan		blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: MF630877.1
KR908646.1	East and south east asia	China: Jiangxi		blast	Hipposideros	Hipposideros pratti				Hipposideros pratti: KR908646.1
EU434952.1	East and south east asia	China: Jiangxi		blast	Hipposideros	Hipposideros pratti				Hipposideros pratti: EU434952.1
OR522718.1	East and south east asia	China: jiangxi		blast	Hipposideros	Hipposideros pratti				Hipposideros pratti: OR522718.1
OR468075.1	East and south east asia	China: Jiangxi	22-Jun	blast	Hipposideros	Hipposideros pratti				Hipposideros pratti: OR468075.1
KR908653.1	East and south east asia	China: Jiangxi		blast	Hipposideros	Hipposideros pratti				Hipposideros pratti: KR908653.1
KJ094474.1	East and south east asia	China: Jiangxi		blast	Hipposideros	Hipposideros pratti				Hipposideros pratti: KJ094474.1
EU434939.1	East and south east asia	China: Jiangxi		blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: EU434939.1
EU434943.1	East and south east asia	China: Jiangxi		blast	Rhinolophus	Rhinolophus thomasi				Rhinolophus thomasi: EU434943.1
KX237528.1	East and south east asia	China: Liuhe		blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: KX237528.1
DQ297595.1	East and south east asia	China: Sichuan		blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: DQ297595.1
DQ297589.1	East and south east asia	China: Sichuan		blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: DQ297589.1
